Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,1.1380000000000008,8.346170584799614,2.424529125027399,0.05389399646663416,114.2579014428372,0.4797920906741808
