Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,1.0000000000000007,8.077749161960673,1.8037118196867141,0.009546752841345449,88.4965605525382,0.6552699844147534
