Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,1.4920010566711424,18.611333337105588,4.99881830652124,6.02684418669573,12.190106864764685,0.6832740316322872,122.99737961100675,0.8188167495311173
