Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,1.3736138343811035,11.777496293871941,9.718503137252087,0.5324923602329773,84.13633755787693,0.5936438088129359
