Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],Real AI Score
1.0,4.151999999999765,10.692065634949575,3.0134004242700265,2.3456336170438714,2.1984826172385206,0.013279244438327148,99.15723553188863,0.8314717471358988
