Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,4.030656337738037,13.749239100430238,3.0605379477586574,6.221520863491693,3.5716782647960454,0.09214324243910291,109.45455644012151,0.8198407020630036
