Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],Real AI Score
1.0,3.975999999999784,10.916808278341817,5.0,2.2711008675314077,2.474106312125656,0.07742467768768231,100.33653817653865,0.8003997195923062
