Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,4.129999999999767,9.529696854965655,1.2545789509915404,0.005226075499991789,211.340945049372,0.5360782661781311
