Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,4.969999999999938,13.815247153588379,1.0,4.992335235802395,4.732012937359248,0.26879899809733976,62.68540025325535,0.6611822939126251
