Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,0.6520000000000005,9.981516565512239,6.0,2.3907457276568347,10.564673084266172,0.026090464241771163,44.162615917281336,0.8607919115552778
