Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,4.029878854751586,13.715187302964802,3.766054295517792,0.08859365664815709,109.69569548017678,0.5879683591379518
