Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],Real AI Score
1.0,4.029878854751586,13.715187302964802,2.989375393736786,6.343288230177806,3.766054295517792,0.08859365664815709,109.69569548017678,0.82083033908939
