Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,1.4926791191101074,18.633420653782913,4.998849229960297,6.887814799172685,12.650967234745405,0.6738570103745065,122.2503864888615,0.817523966763501
