Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,4.857999999999687,11.541617494570433,2.6822333268242105,0.09562800767173717,110.40383014232302,0.3447891161284079
