Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],Real AI Score
1.0,0.6560000000000005,9.293453845362682,5.0,2.1410970767552406,8.505682175792453,0.1739748006061814,44.991477664812365,0.8764241526570374
