Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,1.446000000000001,19.42529671831582,3.220376833800871,0.09690809960262078,253.58977826055238,0.3164769436997448
