Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],Real AI Score
1.0,4.029735803604126,13.76564662507919,3.020154711582295,6.314050870809339,3.6388964672650133,0.08812743998823788,109.49508022537941,0.820401696039331
