Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,4.151999999999765,10.802098980117774,4.471462072592214,2.6147637763390716,2.3386841500236297,0.07576745676239648,99.12307729134272,0.8055385526256921
