Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,0.6918332576751709,41.73368793171898,5.0,26.38469452613698,86.23864545352124,0.9414122500436884,124.74094488873791,0.7525282502667621
