Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,4.413331985473633,38.242784004642566,5.0,19.635328959833988,55.86327988624351,0.667334897338159,255.55546064458457,0.6796807765220965
