Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],Real AI Score
1.0,1.434000000000001,12.666905245850538,2.3999999999999924,3.4807781978300953,7.771821158845827,0.07019273534072612,94.68325073068834,0.8905864294784924
