time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,pos_filt1,pos_filt2,vel_filt1,vel_filt2,tau_con1,tau_con2,tau_fric1,tau_fric2,tau_meas1,tau_meas2,tau_pert1,tau_pert2
0.000000000000000000e+00,5.722133211261137831e-04,-5.722133211261137831e-04,7.142857142857295116e-02,-5.494505494507251342e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.363171219825744629e-02,-2.811513662338256836e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,-8.791208791208759976e-03,0.000000000000000000e+00,4.581624908976463292e-105
3.287315368652343750e-03,1.907377737087045944e-04,-5.722133211261137831e-04,-1.160447065879771505e-01,0.000000000000000000e+00,5.722133211261137831e-04,-5.722133211261137831e-04,7.142857142857295116e-02,-5.494505494507251342e-03,3.291029855608940125e-02,-2.774922430515289307e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,-2.930402930402919992e-03,0.000000000000000000e+00,8.560036527916705084e-105
5.958557128906250000e-03,5.722133211261137831e-04,-9.536888685435229718e-04,1.428083197460754128e-01,-1.428083197460754128e-01,1.907377737087045944e-04,-5.722133211261137831e-04,-1.160447065879771505e-01,0.000000000000000000e+00,3.369819372892379761e-02,-2.810264110565185547e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.223443223443211991e-02,-1.227838827838827029e+00,0.000000000000000000e+00,1.598003000157751198e-104
8.622407913208007812e-03,1.907377737087045944e-04,-2.098115510795750538e-03,-1.432045479669765420e-01,-4.296136439009296537e-01,5.722133211261137831e-04,-9.536888685435229718e-04,1.428083197460754128e-01,-1.428083197460754128e-01,3.211021050810813904e-02,-2.715864300727844238e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.809523809523795990e-02,-1.931135531135531380e+00,0.000000000000000000e+00,2.980749285210831205e-104
1.121163368225097656e-02,5.722133211261137831e-04,-4.005493247882796481e-03,1.473318981984372833e-01,-7.366594909921865275e-01,1.907377737087045944e-04,-2.098115510795750538e-03,-1.432045479669765420e-01,-4.296136439009296537e-01,3.214671835303306580e-02,-2.696167945861816406e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.051282051282043994e-02,-2.183150183150182500e+00,0.000000000000000000e+00,5.555449349250030299e-104
1.366472244262695312e-02,1.335164415960932160e-03,-6.675822079804660802e-03,3.110165058674368987e-01,-1.088557770536028979e+00,5.722133211261137831e-04,-4.005493247882796481e-03,1.473318981984372833e-01,-7.366594909921865275e-01,3.260742872953414917e-02,-2.692276775836944580e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.223443223443211991e-02,-2.335531135531136115e+00,0.000000000000000000e+00,1.034567477676078566e-103
1.788425445556640625e-02,3.242542153047978104e-03,-1.239795529106579863e-02,4.520353753065400326e-01,-1.356106125919620098e+00,1.335164415960932160e-03,-6.675822079804660802e-03,3.110165058674368987e-01,-1.088557770536028979e+00,3.332764655351638794e-02,-2.697202205657958984e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.981684981684963986e-02,-2.405860805860806195e+00,0.000000000000000000e+00,1.925060297827478478e-103
2.172040939331054688e-02,8.201724269474297557e-03,-2.079041733424880078e-02,1.292748128505617045e+00,-2.187727602086428913e+00,3.242542153047978104e-03,-1.239795529106579863e-02,4.520353753065400326e-01,-1.356106125919620098e+00,3.754203021526336670e-02,-2.861807584762573242e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.465201465201459996e-02,-2.417582417582417875e+00,0.000000000000000000e+00,3.579115704340270892e-103
2.472925186157226562e-02,1.163500419623098026e-02,-2.841992828259698456e-02,1.141063370040829028e+00,-2.535696377868508655e+00,8.201724269474297557e-03,-2.079041733424880078e-02,1.292748128505617045e+00,-2.187727602086428913e+00,3.957490622997283936e-02,-2.908401131629943848e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.465201465201459996e-02,-2.441025641025641235e+00,0.000000000000000000e+00,6.648949357556803164e-103
2.758884429931640625e-02,1.583123521782248133e-02,-3.719386587319739590e-02,1.467422757944415457e+00,-3.068247584792868743e+00,1.163500419623098026e-02,-2.841992828259698456e-02,1.141063370040829028e+00,-2.535696377868508655e+00,4.260114207863807678e-02,-2.984198749065399170e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.791208791208759976e-03,-2.581684981684981395e+00,0.000000000000000000e+00,1.234173444745552755e-102
