Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],Real AI Score
1.0,4.19199999999976,9.13892779035997,1.7474626733033856,2.796745423699178,2.0379048978491547,0.019449120296298802,136.94827847981793,0.8449555595536742
