time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,pos_filt1,pos_filt2,vel_filt1,vel_filt2,tau_con1,tau_con2,tau_fric1,tau_fric2,tau_meas1,tau_meas2,tau_pert1,tau_pert2
0.000000000000000000e+00,1.907377737087045944e-04,-5.722133211261137831e-04,-2.747252747252915128e-02,-5.494505494507251342e-03,1.907377737087045944e-04,-5.722133211261137831e-04,-2.747252747252915128e-02,-5.494505494507251342e-03,0.000000000000000000e+00,2.391726493835449219e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.791208791208759976e-03,-2.930402930402919992e-03,-8.061432935377964245e-156,0.000000000000000000e+00
9.616136550903320312e-03,1.907377737087045944e-04,-5.722133211261137831e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.907377737087045944e-04,-5.722133211261137831e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.400880336761474609e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,-2.930402930402919992e-03,-1.557795863570775173e-155,0.000000000000000000e+00
1.495218276977539062e-02,1.907377737087045944e-04,2.098115510795750538e-03,0.000000000000000000e+00,5.004321031698852895e-01,1.907377737087045944e-04,2.098115510795750538e-03,0.000000000000000000e+00,5.004321031698852895e-01,0.000000000000000000e+00,2.408416271209716797e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.791208791208759976e-03,1.397802197802198165e+00,-3.008459784576877290e-155,0.000000000000000000e+00
1.938247680664062500e-02,-1.907377737087045944e-04,5.912870984969842425e-03,-8.610614650925782487e-02,8.610614650925783042e-01,-1.907377737087045944e-04,5.912870984969842425e-03,-8.610614650925782487e-02,8.610614650925783042e-01,0.000000000000000000e+00,2.392466068267822266e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.051282051282043994e-02,2.294505494505495236e+00,-5.806484054995079652e-155,0.000000000000000000e+00
2.358961105346679688e-02,-2.861066605630568915e-03,1.163500419623098026e-02,-6.347144339252637213e-01,1.360102358411279244e+00,-2.861066605630568915e-03,1.163500419623098026e-02,-6.347144339252637213e-01,1.360102358411279244e+00,0.000000000000000000e+00,2.344034671783447266e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.084249084249080397e-01,1.954578754578754740e+00,-1.119998982870183287e-154,0.000000000000000000e+00
2.657175064086914062e-02,-4.768444342717614859e-03,1.659418631265729971e-02,-6.396004215042488950e-01,1.662961095911047016e+00,-4.768444342717614859e-03,1.659418631265729971e-02,-6.396004215042488950e-01,1.662961095911047016e+00,0.000000000000000000e+00,2.302745819091796875e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.395604395604379988e-02,2.124542124542124100e+00,-2.159023561999341495e-154,0.000000000000000000e+00
3.115797042846679688e-02,-9.727626459143934312e-03,2.574959945067512024e-02,-1.081322384469503906e+00,1.996287479020622646e+00,-9.727626459143934312e-03,2.574959945067512024e-02,-1.081322384469503906e+00,1.996287479020622646e+00,0.000000000000000000e+00,2.142574310302734375e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.498168498168467977e-02,2.130402930402929940e+00,-4.159417347455413257e-154,0.000000000000000000e+00
3.604793548583984375e-02,-1.659418631265729971e-02,3.948271915770185103e-02,-1.404214503160922556e+00,2.808429006321845112e+00,-1.659418631265729971e-02,3.948271915770185103e-02,-1.404214503160922556e+00,2.808429006321845112e+00,0.000000000000000000e+00,1.942360639572143555e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.637362637362627993e-02,2.065934065934065700e+00,-8.008348770678714188e-154,0.000000000000000000e+00
3.922700881958007812e-02,-2.117189288166620997e-02,5.016403448538930832e-02,-1.439949975492751388e+00,3.359883276149753684e+00,-2.117189288166620997e-02,5.016403448538930832e-02,-1.439949975492751388e+00,3.359883276149753684e+00,0.000000000000000000e+00,1.796928405761718750e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.395604395604379988e-02,1.925274725274725540e+00,-1.540950975095750199e-153,0.000000000000000000e+00
4.342675209045410156e-02,-2.880140383001439375e-02,6.542305638208567586e-02,-1.816661271002019795e+00,3.633322542004039590e+00,-2.880140383001439375e-02,6.542305638208567586e-02,-1.816661271002019795e+00,3.633322542004039590e+00,0.000000000000000000e+00,1.550944805145263672e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.912087912087883979e-02,1.761172161172162021e+00,-2.963261840094763980e-153,0.000000000000000000e+00
