Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,0.9640000000000007,9.260615537277895,2.713043878883556,0.0300476622396909,96.56281902349662,0.5240572289076553
