Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],Real AI Score
1.0,4.1176440715789795,34.019617045928584,5.0,19.05610088785444,51.87708939254911,0.6426701772856825,242.34284169908852,0.6949439594724472
