Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],Real AI Score
1.0,4.410606384277344,39.01471796762816,5.0,19.36487223217236,52.12486780365781,0.6191416959139163,255.0620800576345,0.6813544597376517
