Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
0.0,9.995728731155396,36.46290474746721,17.54965085042462,0.3140227910851837,262.1921732205767,0.0
