Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,1.3992974758148191,11.84262978836031,4.993731884847434,6.815720787635248,10.336574342325124,0.5302110745745225,83.93313890430656,0.8370882716274114
