Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,1.1520000000000008,7.673973574502183,2.359531440786147,0.007146586919567306,62.072620040729596,0.6823779743749803
