Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,0.727283239364624,10.788109025250687,10.83213450763585,0.5130877254589029,36.2551157770709,0.677428374492627
