time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,pos_filt1,pos_filt2,vel_filt1,vel_filt2,tau_con1,tau_con2,tau_fric1,tau_fric2,tau_meas1,tau_meas2,tau_pert1,tau_pert2
0.000000000000000000e+00,1.907377737087045944e-04,-1.907377737087045944e-04,5.494505494507251342e-03,-5.494505494507251342e-03,1.907377737087045944e-04,-1.907377737087045944e-04,5.494505494507251342e-03,-5.494505494507251342e-03,1.705935716629028320e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,-1.465201465201459996e-02,-7.148657412161972407e-27,4.177347857190622948e-260
9.183883666992187500e-03,1.907377737087045944e-04,-1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.907377737087045944e-04,-1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.706522226333618164e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,-8.791208791208759976e-03,-9.034477732076202570e-27,8.792626759392246545e-260
1.361632347106933594e-02,9.536888685435229718e-04,-1.907377737087045944e-04,1.721289241498605849e-01,0.000000000000000000e+00,9.536888685435229718e-04,-1.907377737087045944e-04,1.721289241498605849e-01,0.000000000000000000e+00,1.725657463073730469e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.886446886446879745e-01,-2.930402930402919992e-03,-1.141248491658401125e-26,1.849842643318548995e-259
1.697826385498046875e-02,3.242542153047978104e-03,-1.907377737087045944e-04,6.808131683292089065e-01,0.000000000000000000e+00,3.242542153047978104e-03,-1.907377737087045944e-04,6.808131683292089065e-01,0.000000000000000000e+00,1.777763128280639648e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.016849816849816790e+00,2.930402930402919992e-03,-1.440973449998832229e-26,3.889995397909958098e-259
2.001547813415527344e-02,5.149919890135024048e-03,-5.722133211261137831e-04,6.280023606386015977e-01,-1.256004721277202973e-01,5.149919890135024048e-03,-5.722133211261137831e-04,6.280023606386015977e-01,-1.256004721277202973e-01,1.810225009918212891e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.720146520146519364e+00,8.791208791208759976e-03,-1.818571325844681182e-26,8.176388907793302809e-259
2.305459976196289062e-02,5.531395437552433236e-03,-5.722133211261137831e-04,1.255216454408903393e-01,0.000000000000000000e+00,5.531395437552433236e-03,-5.722133211261137831e-04,1.255216454408903393e-01,0.000000000000000000e+00,1.803882122039794922e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.796336996336997061e+00,-2.930402930402919992e-03,-2.294052205646160023e-26,1.717798207878664239e-258
2.607107162475585938e-02,6.675822079804660802e-03,-9.536888685435229718e-04,3.793924473051760171e-01,-1.264641491017253483e-01,6.675822079804660802e-03,-9.536888685435229718e-04,3.793924473051760171e-01,-1.264641491017253483e-01,1.802836418151855469e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.655677655677655125e+00,4.395604395604379988e-02,-2.892509888735740001e-26,3.607288708263505352e-258
3.085255622863769531e-02,9.346150911726525123e-03,-5.531395437552433236e-03,5.584727450035005258e-01,-9.573818485774294729e-01,9.346150911726525123e-03,-5.531395437552433236e-03,5.584727450035005258e-01,-9.573818485774294729e-01,1.756181716918945312e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.001465201465201460e+00,1.201465201465197197e-01,-3.645398457780804784e-26,7.571602595560598619e-258
3.542947769165039062e-02,1.163500419623098026e-02,-8.964675364309115935e-03,5.000857679121828436e-01,-7.501286518682742654e-01,1.163500419623098026e-02,-8.964675364309115935e-03,5.000857679121828436e-01,-7.501286518682742654e-01,1.694408655166625977e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.591208791208790885e+00,7.326007326007299980e-02,-4.592125582186703459e-26,1.588520678513986959e-257
3.907799720764160156e-02,1.506828412298766295e-02,-1.316090638590061701e-02,9.410063209772764337e-01,-1.150118836750004592e+00,1.506828412298766295e-02,-1.316090638590061701e-02,9.410063209772764337e-01,-1.150118836750004592e+00,1.655707597732543945e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.755311355311356181e+00,4.981684981684963986e-02,-5.782040173641853404e-26,3.331164548061310029e-257
