Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,0.7060000000000005,9.827938629838249,4.373127468653795,0.013972766079172845,58.15285978325633,0.5959660563516244
