Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
0.0,4.712740421295166,44.427900900871954,18.46290817848673,0.4820157547697634,349.82540943323875,0.0
