Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,4.803999999999693,53.75143174819061,3.0,12.283886153403476,33.05626146018781,0.1358392938407423,870.1566319158671,0.594217815198905
