Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],Real AI Score
1.0,4.400810956954956,38.97279095048071,5.0,19.22058814070635,51.705537042611354,0.6107483295551839,256.6270444129157,0.6817761461222369
