Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],Real AI Score
1.0,4.031339645385742,13.748450396636276,3.0417176351654307,5.9967124685468995,3.4418347500987023,0.08160014878090191,109.31647061624754,0.8207555801840216
