Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,1.3980398178100584,11.838905882821498,4.99359560165912,4.502728738129592,9.199835888754047,0.5418800211302855,84.61425140294169,0.8409594625679179
