Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],Real AI Score
1.0,4.19999999999976,9.061144696338678,1.6575222458573304,2.644511164381661,1.9716054897566435,0.008424728554072789,137.200949273842,0.8467776957431392
