Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],Real AI Score
1.0,1.466000000000001,29.619116060725858,6.0,3.465952853038657,12.160602107436816,0.04579813129668292,175.51669531684092,0.7960397095693865
