Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],Real AI Score
1.0,4.363100528717041,40.688444838076364,5.0,19.533503731751125,53.130380237862475,0.6137743444357987,260.3890328881922,0.6790945537614674
