Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,4.363100528717041,40.688444838076364,53.130380237862475,0.6137743444357987,260.3890328881922,0.2172863332101579
