time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,pos_filt1,pos_filt2,vel_filt1,vel_filt2,tau_con1,tau_con2,tau_fric1,tau_fric2,tau_meas1,tau_meas2,tau_pert1,tau_pert2
0.000000000000000000e+00,1.907377737087045944e-04,1.907377737087045944e-04,5.494505494507251342e-03,-5.494505494507251342e-03,1.907377737087045944e-04,1.907377737087045944e-04,5.494505494507251342e-03,-5.494505494507251342e-03,-4.998823056801454112e-01,-4.967100417929811940e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,-2.930402930402919992e-03,-1.996025209198636038e-321,0.000000000000000000e+00
3.030419349670410156e-02,1.907377737087045944e-04,-1.907377737087045944e-04,0.000000000000000000e+00,-1.258820986141401949e-02,1.907377737087045944e-04,-1.907377737087045944e-04,0.000000000000000000e+00,-1.258820986141401949e-02,-4.998811601491599532e-01,-4.959842455746221290e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.791208791208759976e-03,-1.465201465201459996e-02,-4.836396053322213455e-312,0.000000000000000000e+00
6.061410903930664062e-02,3.299763485160589482e-02,-8.869306477454763638e-02,1.082381672485526414e+00,-2.919913349030722749e+00,3.299763485160589482e-02,-8.869306477454763638e-02,1.082381672485526414e+00,-2.919913349030722749e+00,-4.999999999999468203e-01,-4.416298417525437614e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.479853479853478149e-01,-4.568498168498168255e+00,-8.498247406119683212e-303,0.000000000000000000e+00
9.091758728027343750e-02,1.501106279087505158e-01,-3.404669260700394773e-01,3.864671643495412479e+00,-8.308414608166092563e+00,1.501106279087505158e-01,-3.404669260700394773e-01,3.864671643495412479e+00,-8.308414608166092563e+00,-4.999999999984931498e-01,-3.922406017259318922e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.300366300366295746e-01,-4.627106227106227543e+00,-1.083096778259504338e-293,0.000000000000000000e+00
1.212208271026611328e-01,3.194857709620819719e-01,-7.066834515907522984e-01,5.589341075279977034e+00,-1.208506178438901202e+01,3.194857709620819719e-01,-7.066834515907522984e-01,5.589341075279977034e+00,-1.208506178438901202e+01,-4.995252189440409496e-01,-1.739042760469579729e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.655677655677653348e-01,-4.293040293040292887e+00,-1.001233884615526534e-284,0.000000000000000000e+00
1.515243053436279297e-01,4.987792782482642906e-01,-1.109140154116120769e+00,5.916598281572781559e+00,-1.328087486608364287e+01,4.987792782482642906e-01,-1.109140154116120769e+00,5.916598281572781559e+00,-1.328087486608364287e+01,-4.987233688599371217e-01,-1.081733044992177817e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.897435897435901353e-01,-3.929670329670329920e+00,-6.713271250160294494e-276,0.000000000000000000e+00
1.818280220031738281e-01,6.574731059739065131e-01,-1.486037994964522824e+00,5.236777703161783037e+00,-1.243734704500929311e+01,6.574731059739065131e-01,-1.486037994964522824e+00,5.236777703161783037e+00,-1.243734704500929311e+01,-4.999578896078493151e-01,-1.092795328225185436e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.073260073260076553e-01,-2.001465201465201460e+00,-3.264849999812790432e-267,0.000000000000000000e+00
2.121315002441406250e-01,7.757305256733051380e-01,-1.808384832532235365e+00,3.902437164441680206e+00,-1.063728839984899466e+01,7.757305256733051380e-01,-1.808384832532235365e+00,3.902437164441680206e+00,-1.063728839984899466e+01,-4.999991521318034593e-01,-1.114778967951615796e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.131868131868134952e-01,-1.163369963369962790e+00,-1.151655674475998136e-258,-3.542450680681737722e-321
2.424349784851074219e-01,8.554589150835436584e-01,-2.086480506599526663e+00,2.630997959252577179e+00,-9.177021589928845202e+00,8.554589150835436584e-01,-2.086480506599526663e+00,2.630997959252577179e+00,-9.177021589928845202e+00,-4.999997017406017652e-01,-5.886332523057647981e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.780219780219784553e-01,-1.169230769230768630e+00,-2.946540752870797437e-250,-2.930796067271717812e-315
2.727384567260742188e-01,8.955138475623716232e-01,-2.324139772640574364e+00,1.321793233117323441e+00,-7.842639849829510901e+00,8.955138475623716232e-01,-2.324139772640574364e+00,1.321793233117323441e+00,-7.842639849829510901e+00,-4.999999484089879265e-01,8.662155806613069942e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.838827838827842953e-01,-1.145787545787545270e+00,-5.468051971636421562e-242,-2.135166611432218733e-309
