Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
0.0,inf,14.133909120979503,10.066061164029398,0.375939897766225,122.95921452060593,0.0
