Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,4.19799999999976,9.06135935960232,2.816722638804815,2.5738424573504757,2.002500534863623,0.030757738369551386,137.307955114075,0.8272130557538573
