Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],Real AI Score
1.0,1.5460000000000012,24.861509367224,4.984877586364745,3.7209619823561124,10.32223683078293,0.5575877878860259,158.35024618038426,0.8111051271800419
