Swingup Success,Swingup Time [s],Energy [J],Max. Torque [Nm],Integrated Torque [Nms],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,5.289999999999932,10.65765573075185,1.5,3.663116903998226,2.9939346505725806,0.023706455209747904,40.471802412276425,0.7006129955377867
