Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,1.5511808395385742,17.94936060728581,11.730538917427262,0.6709163297323488,118.37902233620284,0.491939137016829
